origin,dest,op_unique_carrier,flights_2024
ABE,ATL,9E,12
ABE,BNA,G4,2
ABE,CLT,OH,17
ABE,DEN,G4,2
ABE,FLL,G4,4
ABE,MLB,G4,2
ABE,MYR,G4,2
ABE,ORD,OO,10
ABE,PGD,G4,5
ABE,PIE,G4,6
ABE,SFB,G4,12
ABE,SRQ,G4,2
ABI,DFW,MQ,30
ABQ,ATL,DL,13
ABQ,AUS,MQ,5
ABQ,AUS,WN,11
ABQ,BUR,WN,5
ABQ,BWI,WN,5
ABQ,DAL,WN,25
ABQ,DEN,UA,15
ABQ,DEN,WN,25
ABQ,DFW,AA,36
ABQ,HOU,WN,15
ABQ,IAH,OO,5
ABQ,IAH,UA,5
ABQ,LAS,NK,6
ABQ,LAS,WN,25
ABQ,LAX,OO,20
ABQ,LAX,WN,6
ABQ,LGB,WN,5
ABQ,MCI,WN,5
ABQ,MDW,WN,5
ABQ,MSP,DL,6
ABQ,OAK,WN,5
ABQ,ORD,AA,6
ABQ,ORD,OO,1
ABQ,ORD,UA,4
ABQ,PHX,AA,10
ABQ,PHX,OO,13
ABQ,PHX,WN,25
ABQ,SAN,WN,10
ABQ,SEA,AS,6
ABQ,SFO,OO,4
ABQ,SFO,UA,5
ABQ,SLC,DL,6
ABQ,SLC,OO,9
ABR,MSP,OO,9
ABY,ATL,OO,10
ACT,DFW,MQ,12
ACT,DFW,OO,5
ACV,DEN,OO,5
ACV,LAX,OO,5
ACV,SFO,OO,15
ACY,FLL,NK,11
ACY,MCO,NK,24
ACY,PBI,NK,6
ACY,RSW,NK,6
ACY,TPA,NK,11
ADK,ANC,AS,2
ADQ,ANC,AS,7
AEX,ATL,9E,12
AEX,DFW,OO,15
AGS,ATL,9E,11
AGS,ATL,OO,15
AGS,DFW,MQ,1
AGS,DFW,OH,5
ALB,ATL,DL,13
ALB,BNA,G4,2
ALB,BWI,WN,25
ALB,CLT,AA,17
ALB,DCA,OH,13
ALB,DFW,AA,6
ALB,DTW,DL,6
ALB,DTW,OO,6
ALB,FLL,B6,6
ALB,LGA,9E,6
ALB,MCO,B6,6
ALB,MCO,WN,10
ALB,MDW,WN,10
ALB,MYR,G4,2
ALB,ORD,UA,10
ALB,PGD,G4,4
ALB,PIE,G4,2
ALB,SFB,G4,2
ALB,TPA,WN,5
ALW,SEA,OO,10
AMA,AUS,WN,5
AMA,DAL,WN,20
AMA,DEN,OO,5
AMA,DEN,WN,5
AMA,DFW,AA,10
AMA,DFW,MQ,23
AMA,IAH,OO,4
AMA,LAS,WN,5
ANC,ADK,AS,2
ANC,ADQ,AS,8
ANC,BET,AS,10
ANC,BRW,AS,5
ANC,CDV,AS,5
ANC,DEN,UA,5
ANC,DFW,AA,6
ANC,FAI,AS,6
ANC,HNL,AS,6
ANC,JNU,AS,16
ANC,KOA,AS,3
ANC,LAS,AS,1
ANC,LAX,AS,6
ANC,MSP,DL,4
ANC,OGG,AS,3
ANC,OME,AS,5
ANC,ORD,AS,2
ANC,ORD,UA,5
ANC,PDX,AS,4
ANC,PHX,AS,6
ANC,SCC,AS,7
ANC,SEA,AS,89
ANC,SEA,DL,18
APN,DTW,OO,7
ASE,ATL,OO,10
ASE,AUS,OO,5
ASE,DEN,OO,44
ASE,DFW,OO,25
ASE,IAH,OO,20
ASE,LAX,OO,30
ASE,ORD,OO,25
ASE,PHX,OO,5
ASE,SFO,OO,10
ATL,ABE,9E,12
ATL,ABQ,DL,13
ATL,ABY,OO,10
ATL,AEX,9E,12
ATL,AGS,9E,11
ATL,AGS,OO,15
ATL,ALB,DL,13
ATL,ASE,OO,10
ATL,ATW,9E,4
ATL,ATW,DL,2
ATL,AUS,DL,36
ATL,AUS,WN,25
ATL,AVL,9E,17
ATL,AVL,DL,12
ATL,BDL,DL,24
ATL,BHM,DL,34
ATL,BMI,9E,12
ATL,BNA,DL,39
ATL,BNA,WN,15
ATL,BOI,DL,6
ATL,BOS,B6,9
ATL,BOS,DL,53
ATL,BOS,NK,6
ATL,BQK,OO,10
ATL,BTR,9E,1
ATL,BTR,DL,6
ATL,BTR,OO,9
ATL,BTV,DL,6
ATL,BUF,DL,16
ATL,BWI,DL,35
ATL,BWI,F9,6
ATL,BWI,NK,6
ATL,BWI,WN,35
ATL,BZN,DL,10
ATL,CAE,9E,6
ATL,CAE,DL,23
ATL,CHA,9E,21
ATL,CHA,DL,7
ATL,CHO,9E,8
ATL,CHO,DL,6
ATL,CHS,DL,38
ATL,CID,DL,6
ATL,CLE,DL,29
ATL,CLE,F9,3
ATL,CLE,WN,5
ATL,CLT,9E,11
ATL,CLT,AA,12
ATL,CLT,DL,23
ATL,CLT,OH,17
ATL,CMH,DL,30
ATL,CMH,WN,15
ATL,COS,DL,6
ATL,CRW,9E,12
ATL,CSG,OO,10
ATL,CVG,DL,30
ATL,CVG,F9,6
ATL,DAB,DL,19
ATL,DAL,DL,18
ATL,DAL,WN,25
ATL,DAY,9E,13
ATL,DAY,DL,6
ATL,DCA,DL,52
ATL,DCA,OH,10
ATL,DCA,WN,20
ATL,DCA,YX,7
ATL,DEN,DL,43
ATL,DEN,F9,12
ATL,DEN,UA,10
ATL,DEN,WN,25
ATL,DFW,AA,40
ATL,DFW,DL,41
ATL,DFW,F9,5
ATL,DFW,NK,7
ATL,DHN,9E,12
ATL,DSM,DL,17
ATL,DTW,DL,51
ATL,DTW,F9,6
ATL,DTW,NK,24
ATL,ECP,DL,28
ATL,EGE,DL,12
ATL,ELP,DL,10
ATL,EVV,OO,10
ATL,EWR,DL,37
ATL,EWR,NK,12
ATL,EWR,UA,20
ATL,EYW,9E,6
ATL,EYW,DL,18
ATL,FAY,9E,6
ATL,FAY,DL,6
ATL,FLL,B6,12
ATL,FLL,DL,75
ATL,FLL,F9,9
ATL,FLL,NK,29
ATL,FLL,WN,16
ATL,FSD,DL,6
ATL,FWA,OO,10
ATL,GEG,DL,6
ATL,GNV,DL,22
ATL,GPT,9E,10
ATL,GPT,DL,7
ATL,GRB,DL,6
ATL,GRR,DL,18
ATL,GSO,9E,3
ATL,GSO,DL,29
ATL,GSP,9E,1
ATL,GSP,DL,29
ATL,GSP,WN,15
ATL,GTR,9E,12
ATL,HDN,DL,6
ATL,HNL,DL,6
ATL,HOU,DL,19
ATL,HOU,WN,30
ATL,HPN,9E,7
ATL,HPN,DL,12
ATL,HSV,9E,21
ATL,HSV,DL,7
ATL,IAD,DL,25
ATL,IAD,UA,5
ATL,IAD,WN,5
ATL,IAD,YX,5
ATL,IAH,DL,30
ATL,IAH,F9,3
ATL,IAH,NK,11
ATL,IAH,UA,5
ATL,ICT,9E,9
ATL,ICT,DL,7
ATL,ILM,9E,11
ATL,ILM,DL,8
ATL,IND,DL,29
ATL,IND,WN,15
ATL,JAC,DL,6
ATL,JAN,9E,9
ATL,JAN,DL,16
ATL,JAN,WN,15
ATL,JAX,DL,50
ATL,JAX,WN,15
ATL,JFK,B6,14
ATL,JFK,DL,36
ATL,LAS,DL,54
ATL,LAS,F9,7
ATL,LAS,NK,12
ATL,LAS,WN,10
ATL,LAX,AA,5
ATL,LAX,DL,57
ATL,LAX,NK,17
ATL,LEX,9E,27
ATL,LEX,DL,1
ATL,LFT,9E,12
ATL,LGA,B6,18
ATL,LGA,DL,53
ATL,LGA,F9,5
ATL,LGA,NK,6
ATL,LGA,WN,20
ATL,LIT,9E,2
ATL,LIT,DL,26
ATL,LIT,WN,5
ATL,MCI,DL,29
ATL,MCI,WN,15
ATL,MCO,DL,87
ATL,MCO,F9,18
ATL,MCO,NK,18
ATL,MCO,WN,30
ATL,MDT,9E,2
ATL,MDT,DL,11
ATL,MDW,DL,23
ATL,MDW,F9,6
ATL,MDW,WN,25
ATL,MEM,DL,35
ATL,MEM,WN,10
ATL,MGM,9E,2
ATL,MGM,OO,9
ATL,MIA,AA,35
ATL,MIA,DL,62
ATL,MIA,F9,12
ATL,MIA,NK,8
ATL,MIA,WN,15
ATL,MKE,DL,28
ATL,MKE,WN,10
ATL,MLB,DL,18
ATL,MLI,9E,12
ATL,MLU,9E,12
ATL,MOB,9E,11
ATL,MOB,DL,6
ATL,MSN,9E,9
ATL,MSN,DL,7
ATL,MSP,9E,1
ATL,MSP,DL,47
ATL,MSP,NK,6
ATL,MSY,DL,46
ATL,MSY,NK,12
ATL,MSY,WN,15
ATL,MTJ,DL,6
ATL,MYR,DL,18
ATL,OAJ,9E,11
ATL,OAJ,DL,1
ATL,OKC,DL,24
ATL,OKC,WN,5
ATL,OMA,DL,24
ATL,OMA,WN,5
ATL,ONT,DL,13
ATL,ORD,AA,11
ATL,ORD,DL,30
ATL,ORD,F9,6
ATL,ORD,MQ,6
ATL,ORD,NK,6
ATL,ORD,UA,20
ATL,ORF,DL,29
ATL,PBI,DL,53
ATL,PBI,WN,6
ATL,PDX,DL,18
ATL,PHL,AA,6
ATL,PHL,DL,36
ATL,PHL,F9,12
ATL,PHL,NK,6
ATL,PHL,OH,6
ATL,PHL,WN,11
ATL,PHL,YX,5
ATL,PHX,AA,12
ATL,PHX,DL,36
ATL,PHX,F9,3
ATL,PHX,WN,5
ATL,PIT,DL,29
ATL,PIT,WN,15
ATL,PNS,9E,4
ATL,PNS,DL,29
ATL,PSP,DL,6
ATL,PVD,DL,12
ATL,PWM,DL,6
ATL,RDU,DL,46
ATL,RDU,F9,5
ATL,RDU,WN,15
ATL,RIC,DL,29
ATL,RIC,WN,15
ATL,ROA,9E,12
ATL,ROA,DL,6
ATL,ROC,DL,13
ATL,RSW,DL,47
ATL,RSW,NK,6
ATL,RSW,WN,11
ATL,SAN,DL,24
ATL,SAN,F9,3
ATL,SAT,DL,29
ATL,SAT,F9,2
ATL,SAT,WN,15
ATL,SAV,DL,34
ATL,SBN,OO,10
ATL,SDF,DL,29
ATL,SDF,WN,10
ATL,SEA,AS,18
ATL,SEA,DL,32
ATL,SFO,DL,30
ATL,SFO,F9,6
ATL,SFO,UA,5
ATL,SGF,9E,16
ATL,SHV,OO,10
ATL,SJC,DL,12
ATL,SJU,DL,30
ATL,SJU,F9,11
ATL,SJU,NK,6
ATL,SLC,DL,48
ATL,SMF,DL,13
ATL,SNA,DL,13
ATL,SRQ,DL,35
ATL,SRQ,WN,11
ATL,STL,DL,29
ATL,STL,WN,25
ATL,STT,DL,12
ATL,STX,DL,5
ATL,SYR,DL,13
ATL,TLH,9E,6
ATL,TLH,DL,18
ATL,TPA,DL,64
ATL,TPA,F9,12
ATL,TPA,NK,6
ATL,TPA,WN,25
ATL,TRI,9E,18
ATL,TRI,DL,1
ATL,TTN,F9,4
ATL,TUL,9E,7
ATL,TUL,DL,11
ATL,TUS,DL,13
ATL,TYS,9E,28
ATL,TYS,DL,5
ATL,VLD,9E,12
ATL,VPS,DL,25
ATL,XNA,9E,15
ATL,XNA,DL,1
ATW,ATL,9E,5
ATW,ATL,DL,1
ATW,AZA,G4,4
ATW,BNA,G4,3
ATW,CLT,MQ,6
ATW,DEN,G4,2
ATW,DEN,OO,5
ATW,DTW,9E,12
ATW,FLL,G4,2
ATW,LAS,G4,2
ATW,MSP,OO,10
ATW,ORD,MQ,6
ATW,ORD,OO,20
ATW,PGD,G4,4
ATW,PIE,G4,4
ATW,SFB,G4,3
ATW,SRQ,G4,2
AUS,ABQ,MQ,5
AUS,ABQ,WN,11
AUS,AMA,WN,5
AUS,ASE,OO,5
AUS,ATL,DL,36
AUS,ATL,WN,25
AUS,AVL,G4,2
AUS,BNA,MQ,11
AUS,BNA,WN,30
AUS,BOS,AA,11
AUS,BOS,B6,6
AUS,BOS,DL,6
AUS,BUR,WN,5
AUS,BWI,WN,20
AUS,BZN,MQ,1
AUS,CLT,AA,27
AUS,CMH,WN,5
AUS,CVG,G4,2
AUS,CVG,MQ,6
AUS,DAL,WN,43
AUS,DCA,WN,5
AUS,DEN,F9,2
AUS,DEN,UA,19
AUS,DEN,WN,40
AUS,DFW,AA,58
AUS,DFW,MQ,16
AUS,DSM,G4,1
AUS,DTW,DL,16
AUS,EGE,OO,5
AUS,ELP,MQ,11
AUS,ELP,WN,15
AUS,EWR,UA,18
AUS,FLL,B6,6
AUS,FLL,NK,6
AUS,FLL,WN,10
AUS,FSD,G4,2
AUS,GRR,G4,2
AUS,HNL,HA,3
AUS,HOU,WN,25
AUS,HRL,WN,9
AUS,IAD,G4,2
AUS,IAD,MQ,5
AUS,IAD,UA,10
AUS,IAH,UA,25
AUS,IND,MQ,12
AUS,IND,WN,6
AUS,JAX,MQ,6
AUS,JFK,AA,17
AUS,JFK,B6,7
AUS,JFK,DL,12
AUS,LAS,AA,12
AUS,LAS,DL,6
AUS,LAS,G4,2
AUS,LAS,NK,6
AUS,LAS,WN,30
AUS,LAX,AA,17
AUS,LAX,DL,12
AUS,LAX,UA,5
AUS,LAX,WN,20
AUS,LBB,WN,5
AUS,LGB,WN,10
AUS,MAF,WN,5
AUS,MCI,OO,5
AUS,MCI,WN,11
AUS,MCO,AA,12
AUS,MCO,DL,6
AUS,MCO,NK,6
AUS,MCO,WN,25
AUS,MDW,WN,21
AUS,MEM,MQ,6
AUS,MIA,AA,24
AUS,MIA,WN,5
AUS,MSP,DL,16
AUS,MSP,WN,5
AUS,MSY,MQ,6
AUS,MSY,OO,10
AUS,MSY,WN,25
AUS,OAK,WN,5
AUS,OKC,OO,5
AUS,OKC,WN,5
AUS,OMA,G4,2
AUS,ONT,WN,5
AUS,ORD,AA,11
AUS,ORD,MQ,10
AUS,ORD,UA,16
AUS,ORD,WN,10
AUS,PDX,AS,6
AUS,PHL,AA,11
AUS,PHL,YX,5
AUS,PHX,AA,24
AUS,PHX,WN,30
AUS,PIT,WN,5
AUS,PSP,MQ,6
AUS,PVU,G4,2
AUS,RDU,9E,5
AUS,RDU,AA,6
AUS,RDU,MQ,6
AUS,RDU,WN,5
AUS,RNO,MQ,5
AUS,RSW,MQ,6
AUS,SAN,OO,9
AUS,SAN,WN,20
AUS,SDF,G4,2
AUS,SEA,AS,18
AUS,SEA,DL,6
AUS,SFO,AS,12
AUS,SFO,UA,15
AUS,SJC,OO,5
AUS,SJC,WN,20
AUS,SLC,DL,16
AUS,SLC,WN,5
AUS,SMF,MQ,6
AUS,SMF,WN,6
AUS,SNA,AA,6
AUS,SNA,G4,2
AUS,SNA,WN,5
AUS,SRQ,G4,2
AUS,STL,WN,11
AUS,TPA,AA,6
AUS,TPA,WN,15
AUS,TUL,WN,5
AUS,TYS,G4,2
AVL,ATL,9E,17
AVL,ATL,DL,11
AVL,AUS,G4,2
AVL,BOS,G4,2
AVL,BWI,G4,2
AVL,CLT,MQ,6
AVL,CLT,OH,40
AVL,DCA,OH,6
AVL,DEN,G4,2
AVL,DEN,OO,5
AVL,DFW,AA,6
AVL,DFW,OH,6
AVL,EWR,G4,4
AVL,EWR,YX,5
AVL,EYW,G4,2
AVL,FLL,G4,12
AVL,HOU,G4,2
AVL,LAS,G4,2
AVL,LGA,9E,6
AVL,LGA,YX,5
AVL,MDW,G4,2
AVL,MSP,DL,1
AVL,ORD,YX,10
AVL,PBI,G4,2
AVL,PGD,G4,5
AVL,PHX,G4,2
AVL,PIE,G4,11
AVL,SFB,G4,13
AVL,SRQ,G4,2
AVP,CLT,AA,11
AVP,CLT,OH,6
AVP,ORD,MQ,3
AZA,ATW,G4,4
AZA,BIL,G4,6
AZA,BIS,G4,5
AZA,BLI,G4,3
AZA,BOI,G4,2
AZA,BZN,G4,2
AZA,CID,G4,6
AZA,CVG,G4,2
AZA,DSM,G4,3
AZA,EUG,G4,3
AZA,FAR,G4,7
AZA,FCA,G4,2
AZA,FNT,G4,2
AZA,FSD,G4,6
AZA,FWA,G4,2
AZA,GEG,G4,2
AZA,GFK,G4,2
AZA,GRI,G4,3
AZA,GRR,G4,6
AZA,GTF,G4,1
AZA,HOU,G4,1
AZA,ICT,G4,3
AZA,IDA,G4,5
AZA,LAS,G4,1
AZA,MFR,G4,2
AZA,MLI,G4,2
AZA,MOT,G4,3
AZA,MSO,G4,4
AZA,MSP,G4,1
AZA,OMA,G4,3
AZA,PDX,G4,2
AZA,PIA,G4,4
AZA,PSC,G4,4
AZA,PVU,G4,14
AZA,RAP,G4,6
AZA,RFD,G4,3
AZA,SBN,G4,2
AZA,SGF,G4,4
AZA,STC,G4,2
AZA,TOL,G4,2
AZA,XNA,G4,1
AZO,DTW,9E,12
BDL,ATL,DL,24
BDL,BNA,WN,5
BDL,BWI,WN,26
BDL,CLT,AA,26
BDL,DCA,OH,15
BDL,DCA,YX,2
BDL,DEN,UA,5
BDL,DFW,AA,6
BDL,DTW,9E,11
BDL,DTW,DL,6
BDL,FLL,B6,10
BDL,FLL,NK,6
BDL,IAD,UA,5
BDL,MCO,B6,12
BDL,MCO,F9,6
BDL,MCO,WN,10
BDL,MDW,WN,10
BDL,MIA,AA,6
BDL,MIA,B6,6
BDL,MSP,DL,11
BDL,ORD,AA,6
BDL,ORD,MQ,6
BDL,ORD,UA,10
BDL,PBI,B6,10
BDL,PHL,OH,5
BDL,RSW,B6,6
BDL,SJU,B6,14
BDL,SJU,F9,9
BDL,SJU,NK,2
BDL,TPA,B6,6
BDL,TPA,WN,5
BET,ANC,AS,10
BFF,DEN,OO,7
BFL,DEN,OO,5
BFL,DFW,AA,6
BFL,PHX,AA,6
BFL,PHX,OO,8
BFL,SFO,OO,9
BGM,LGA,9E,6
BGR,DCA,OH,16
BGR,EWR,YX,5
BGR,JFK,9E,6
BGR,LGA,9E,6
BGR,PGD,G4,2
BGR,PIE,G4,4
BGR,SFB,G4,3
BHM,ATL,DL,34
BHM,BWI,WN,5
BHM,CLT,OH,35
BHM,DAL,WN,11
BHM,DCA,OH,12
BHM,DEN,OO,10
BHM,DEN,WN,5
BHM,DFW,AA,12
BHM,DFW,MQ,15
BHM,DTW,9E,6
BHM,HOU,WN,10
BHM,IAH,UA,1
BHM,LAS,WN,5
BHM,LGA,9E,6
BHM,MCO,WN,10
BHM,MDW,WN,10
BHM,MIA,MQ,12
BHM,ORD,MQ,1
BHM,ORD,YX,5
BHM,PHL,OH,6
BHM,TPA,WN,6
BIH,DEN,OO,5
BIH,SFO,OO,5
BIL,AZA,G4,6
BIL,DEN,UA,10
BIL,DFW,MQ,12
BIL,LAS,G4,2
BIL,MSP,DL,6
BIL,PHX,MQ,6
BIL,SLC,DL,6
BIL,SLC,OO,9
BIS,AZA,G4,5
BIS,DEN,OO,15
BIS,DFW,MQ,6
BIS,LAS,G4,2
BIS,MSP,DL,6
BIS,MSP,OO,14
BIS,SFB,G4,2
BJI,MSP,OO,9
BLI,AZA,G4,3
BLI,LAS,G4,11
BLI,LAS,WN,5
BLI,LAX,G4,2
BLI,OAK,G4,2
BLI,OAK,WN,10
BLI,PSP,G4,2
BLI,SEA,OO,10
BLV,PGD,G4,4
BLV,PIE,G4,3
BLV,SFB,G4,4
BLV,SRQ,G4,2
BLV,VPS,G4,5
BMI,ATL,9E,12
BMI,DFW,MQ,12
BMI,PIE,G4,2
BMI,SFB,G4,3
BNA,ABE,G4,2
BNA,ALB,G4,2
BNA,ATL,DL,39
BNA,ATL,WN,15
BNA,ATW,G4,3
BNA,AUS,MQ,11
BNA,AUS,WN,30
BNA,BDL,WN,5
BNA,BOS,B6,6
BNA,BOS,DL,5
BNA,BOS,NK,6
BNA,BOS,WN,11
BNA,BOS,YX,5
BNA,BUR,WN,5
BNA,BWI,WN,30
BNA,BZN,G4,3
BNA,CAK,G4,2
BNA,CHS,WN,10
BNA,CID,G4,3
BNA,CLE,WN,10
BNA,CLT,AA,21
BNA,CLT,OH,28
BNA,CLT,WN,10
BNA,CMH,WN,10
BNA,DAL,WN,35
BNA,DCA,OH,15
BNA,DCA,WN,20
BNA,DCA,YX,5
BNA,DEN,F9,5
BNA,DEN,UA,19
BNA,DEN,WN,40
BNA,DFW,AA,51
BNA,DFW,MQ,1
BNA,DSM,G4,3
BNA,DTW,DL,19
BNA,DTW,WN,10
BNA,ECP,WN,15
BNA,EWR,NK,6
BNA,EWR,UA,15
BNA,FAR,G4,3
BNA,FLL,B6,6
BNA,FLL,G4,2
BNA,FLL,NK,12
BNA,FLL,WN,16
BNA,FNT,G4,3
BNA,FSD,G4,3
BNA,GRR,G4,2
BNA,HOU,WN,25
BNA,IAD,G4,2
BNA,IAD,UA,10
BNA,IAH,OO,15
BNA,IAH,WN,15
BNA,JAX,G4,2
BNA,JAX,WN,15
BNA,JFK,9E,11
BNA,JFK,B6,6
BNA,JFK,YX,11
BNA,LAS,NK,6
BNA,LAS,WN,20
BNA,LAX,AA,6
BNA,LAX,DL,12
BNA,LAX,NK,4
BNA,LAX,WN,10
BNA,LGA,B6,3
BNA,LGA,WN,20
BNA,LGA,YX,24
BNA,LGB,WN,5
BNA,MCI,WN,15
BNA,MCO,F9,4
BNA,MCO,NK,18
BNA,MCO,WN,26
BNA,MDT,G4,1
BNA,MDW,WN,30
BNA,MIA,AA,23
BNA,MIA,MQ,13
BNA,MIA,NK,6
BNA,MIA,WN,10
BNA,MKE,WN,10
BNA,MLB,G4,2
BNA,MSP,DL,18
BNA,MSP,WN,5
BNA,MSY,WN,15
BNA,MYR,WN,10
BNA,OAK,WN,5
BNA,ORD,MQ,18
BNA,ORD,OO,25
BNA,ORD,UA,5
BNA,ORD,WN,19
BNA,ORD,YX,5
BNA,ORF,WN,5
BNA,PGD,G4,3
BNA,PHL,AA,6
BNA,PHL,F9,2
BNA,PHL,NK,6
BNA,PHL,WN,11
BNA,PHL,YX,15
BNA,PHX,AA,6
BNA,PHX,F9,3
BNA,PHX,WN,25
BNA,PIA,G4,2
BNA,PIE,G4,3
BNA,PIT,G4,3
BNA,PIT,WN,10
BNA,PNS,WN,10
BNA,PVD,G4,2
BNA,PVU,G4,2
BNA,RDU,WN,15
BNA,RDU,YX,10
BNA,RIC,G4,3
BNA,RSW,NK,6
BNA,RSW,WN,6
BNA,SAN,WN,11
BNA,SAT,WN,10
BNA,SAV,WN,10
BNA,SEA,AS,12
BNA,SEA,DL,6
BNA,SFB,G4,2
BNA,SFO,UA,5
BNA,SJC,WN,5
BNA,SLC,DL,13
BNA,SRQ,G4,2
BNA,SRQ,WN,10
BNA,STL,WN,20
BNA,SYR,G4,4
BNA,TPA,MQ,12
BNA,TPA,WN,20
BNA,VPS,WN,15
BNA,XNA,G4,3
BOI,ATL,DL,6
BOI,AZA,G4,2
BOI,BUR,OO,4
BOI,DEN,OO,10
BOI,DEN,UA,10
BOI,DEN,WN,15
BOI,DFW,AA,17
BOI,GEG,OO,5
BOI,LAS,G4,2
BOI,LAS,NK,11
BOI,LAS,OO,4
BOI,LAS,WN,15
BOI,LAX,OO,15
BOI,MSP,DL,12
BOI,OAK,WN,11
BOI,ORD,UA,5
BOI,PDX,OO,2
BOI,PHX,MQ,12
BOI,PHX,OO,10
BOI,PHX,WN,6
BOI,SAN,OO,8
BOI,SAN,WN,1
BOI,SEA,AS,12
BOI,SEA,OO,28
BOI,SFO,OO,20
BOI,SFO,UA,4
BOI,SJC,WN,6
BOI,SLC,DL,22
BOI,SLC,OO,5
BOI,SMF,WN,10
BOI,SNA,G4,3
BOS,ATL,B6,10
BOS,ATL,DL,53
BOS,ATL,NK,6
BOS,AUS,AA,11
BOS,AUS,B6,6
BOS,AUS,DL,6
BOS,AVL,G4,2
BOS,BNA,B6,6
BOS,BNA,DL,5
BOS,BNA,NK,6
BOS,BNA,WN,11
BOS,BNA,YX,5
BOS,BUF,B6,8
BOS,BWI,B6,8
BOS,BWI,WN,40
BOS,BWI,YX,4
BOS,BZN,B6,2
BOS,CHS,B6,6
BOS,CHS,DL,6
BOS,CLE,B6,12
BOS,CLE,YX,5
BOS,CLT,AA,44
BOS,CLT,B6,10
BOS,CLT,NK,6
BOS,CLT,YX,9
BOS,CMH,MQ,5
BOS,CMH,YX,10
BOS,CVG,9E,6
BOS,CVG,YX,14
BOS,DCA,AA,20
BOS,DCA,B6,30
BOS,DCA,YX,23
BOS,DEN,B6,7
BOS,DEN,DL,6
BOS,DEN,UA,29
BOS,DEN,WN,10
BOS,DFW,AA,33
BOS,DFW,B6,6
BOS,DFW,DL,17
BOS,DTW,B6,9
BOS,DTW,DL,24
BOS,EWR,UA,24
BOS,EWR,YX,5
BOS,EYW,B6,6
BOS,EYW,MQ,1
BOS,FLL,B6,33
BOS,FLL,DL,13
BOS,FLL,NK,12
BOS,GRR,G4,2
BOS,HNL,HA,4
BOS,IAD,UA,20
BOS,IAH,B6,6
BOS,IAH,UA,19
BOS,IND,YX,17
BOS,JAX,B6,8
BOS,JAX,DL,11
BOS,JFK,B6,47
BOS,JFK,DL,12
BOS,JFK,YX,5
BOS,LAS,B6,11
BOS,LAS,DL,9
BOS,LAS,NK,5
BOS,LAX,AA,9
BOS,LAX,B6,23
BOS,LAX,DL,12
BOS,LAX,UA,10
BOS,LGA,AA,18
BOS,LGA,B6,12
BOS,LGA,DL,1
BOS,LGA,YX,15
BOS,MCI,YX,5
BOS,MCO,B6,43
BOS,MCO,DL,18
BOS,MCO,F9,4
BOS,MCO,NK,24
BOS,MDW,WN,16
BOS,MEM,YX,5
BOS,MIA,AA,39
BOS,MIA,B6,14
BOS,MIA,DL,10
BOS,MIA,MQ,2
BOS,MIA,NK,6
BOS,MKE,B6,3
BOS,MKE,YX,5
BOS,MSP,B6,6
BOS,MSP,DL,24
BOS,MSY,B6,6
BOS,MSY,DL,6
BOS,MYR,NK,6
BOS,ORD,AA,15
BOS,ORD,B6,9
BOS,ORD,MQ,12
BOS,ORD,UA,29
BOS,ORD,YX,14
BOS,PBI,B6,28
BOS,PBI,DL,9
BOS,PDX,AS,6
BOS,PHL,AA,29
BOS,PHL,B6,16
BOS,PHL,F9,3
BOS,PHL,YX,10
BOS,PHX,AA,24
BOS,PHX,B6,6
BOS,PHX,DL,6
BOS,PIT,B6,17
BOS,PIT,YX,5
BOS,RDU,B6,17
BOS,RDU,DL,15
BOS,RIC,B6,11
BOS,RIC,YX,5
BOS,RSW,B6,27
BOS,RSW,DL,9
BOS,RSW,NK,6
BOS,SAN,AS,5
BOS,SAN,B6,9
BOS,SAN,DL,6
BOS,SAT,B6,6
BOS,SAV,B6,6
BOS,SDF,YX,5
BOS,SEA,AS,16
BOS,SEA,B6,6
BOS,SEA,DL,11
BOS,SFO,AS,6
BOS,SFO,B6,22
BOS,SFO,DL,6
BOS,SFO,UA,19
BOS,SJU,B6,20
BOS,SJU,DL,6
BOS,SJU,NK,6
BOS,SLC,B6,6
BOS,SLC,DL,17
BOS,SRQ,B6,6
BOS,SRQ,G4,2
BOS,STL,MQ,11
BOS,STL,WN,11
BOS,STT,B6,5
BOS,SYR,B6,3
BOS,TPA,B6,25
BOS,TPA,DL,14
BOS,TPA,NK,6
BOS,TYS,G4,2
BPT,DFW,MQ,11
BPT,DFW,OO,1
BQK,ATL,OO,10
BQN,EWR,UA,5
BQN,FLL,B6,6
BQN,JFK,B6,12
BQN,MCO,B6,10
BQN,MCO,F9,12
BQN,TPA,B6,6
BQN,TPA,F9,5
BRD,MSP,OO,8
BRO,DFW,MQ,11
BRO,DFW,OO,9
BRW,ANC,AS,5
BTM,SLC,OO,8
BTR,ATL,9E,1
BTR,ATL,DL,6
BTR,ATL,OO,9
BTR,CLT,OH,11
BTR,DFW,MQ,16
BTR,DFW,OH,10
BTR,IAH,OO,5
BTV,ATL,DL,6
BTV,CLT,OH,6
BTV,DCA,OH,1
BTV,DCA,YX,11
BTV,EWR,UA,5
BTV,EWR,YX,4
BTV,IAD,UA,10
BTV,JFK,9E,11
BTV,JFK,B6,6
BTV,ORD,UA,10
BTV,PHL,OH,12
BUF,ATL,DL,16
BUF,BOS,B6,7
BUF,BWI,WN,29
BUF,CLT,AA,16
BUF,DCA,OH,11
BUF,DCA,YX,2
BUF,DEN,WN,5
